NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_MITOTIC_G2_G2_M_PHASES	REACTOME_MITOTIC_G2_G2_M_PHASES	Details ...	191	0.3677425	2.128034	0.0	0.0049688076	0.021	4901	tags=52%, list=30%, signal=74%	
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	Details ...	84	0.43340346	2.1271372	0.0	0.005271698	0.024	5321	tags=57%, list=32%, signal=84%	
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	Details ...	90	0.4234667	2.1122308	0.0	0.0066014463	0.032	5908	tags=64%, list=36%, signal=100%	
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	Details ...	72	0.44690678	2.109056	0.0	0.0065832497	0.033	6166	tags=75%, list=37%, signal=119%	
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	REACTOME_NUCLEOTIDE_EXCISION_REPAIR	Details ...	108	0.41305274	2.0935059	0.0	0.007663612	0.041	5321	tags=57%, list=32%, signal=84%	
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	Details ...	279	0.3729773	2.0895936	0.0	0.0075959987	0.043	4435	tags=46%, list=27%, signal=62%	
REACTOME_SYNTHESIS_OF_DNA	REACTOME_SYNTHESIS_OF_DNA	Details ...	119	0.4005959	2.0833335	0.0	0.008029396	0.047	5922	tags=64%, list=36%, signal=99%	
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	Details ...	132	0.3998432	2.0710433	0.0	0.008405477	0.051	3476	tags=39%, list=21%, signal=49%	
REACTOME_COMPLEX_I_BIOGENESIS	REACTOME_COMPLEX_I_BIOGENESIS		62	0.45913285	2.0499725	0.0	0.01045236	0.066	4394	tags=48%, list=27%, signal=66%	
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	REACTOME_ORC1_REMOVAL_FROM_CHROMATIN		69	0.43853405	2.0473022	0.0	0.010118338	0.067	6166	tags=70%, list=37%, signal=110%	
REACTOME_CRISTAE_FORMATION	REACTOME_CRISTAE_FORMATION		31	0.5279552	2.0442472	0.0	0.009945709	0.069	1760	tags=35%, list=11%, signal=40%	
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING	REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING		53	0.46395603	2.0278108	0.0	0.012375412	0.087	6166	tags=75%, list=37%, signal=120%	
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1		53	0.46394	2.0222535	0.0	0.012665794	0.093	6166	tags=77%, list=37%, signal=123%	
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX		51	0.45349044	2.0202005	0.0	0.012653569	0.096	4910	tags=61%, list=30%, signal=86%	
REACTOME_S_PHASE	REACTOME_S_PHASE		161	0.37408265	2.008484	0.0	0.01336578	0.105	5922	tags=62%, list=36%, signal=96%	
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	REACTOME_G1_S_SPECIFIC_TRANSCRIPTION		29	0.5312477	2.0015113	0.0	0.013435974	0.11	3237	tags=41%, list=20%, signal=51%	
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA		29	0.5253412	1.9945877	0.0	0.013741838	0.115	4686	tags=55%, list=28%, signal=77%	
REACTOME_DEGRADATION_OF_AXIN	REACTOME_DEGRADATION_OF_AXIN		53	0.46203196	1.9901031	0.0	0.013812395	0.119	6166	tags=74%, list=37%, signal=117%	
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES		30	0.5178118	1.9786205	0.006024096	0.015015219	0.133	4170	tags=57%, list=25%, signal=76%	
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER	REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER		38	0.49171716	1.9772786	0.0	0.014640534	0.134	5505	tags=61%, list=33%, signal=91%	
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE		97	0.4018627	1.9675069	0.0	0.015905827	0.15	4998	tags=56%, list=30%, signal=79%	
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION		66	0.42879742	1.9644558	0.0	0.015911365	0.154	5391	tags=58%, list=33%, signal=85%	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6		34	0.49896201	1.958348	0.0	0.016437698	0.164	3708	tags=44%, list=22%, signal=57%	
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM	REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM		22	0.56934774	1.9521823	0.0	0.016412772	0.169	3621	tags=50%, list=22%, signal=64%	
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A		26	0.53535205	1.9482348	0.0	0.016408658	0.172	4037	tags=58%, list=24%, signal=76%	
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING		18	0.5935594	1.9473448	0.0040983604	0.016056463	0.173	1760	tags=44%, list=11%, signal=50%	
REACTOME_SNRNP_ASSEMBLY	REACTOME_SNRNP_ASSEMBLY		53	0.44642952	1.9447951	0.0	0.016044464	0.177	4299	tags=42%, list=26%, signal=56%	
REACTOME_CELL_CYCLE_CHECKPOINTS	REACTOME_CELL_CYCLE_CHECKPOINTS		283	0.33612838	1.9335834	0.0	0.01691309	0.189	4438	tags=46%, list=27%, signal=61%	
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT		234	0.34053272	1.9267322	0.0	0.01709388	0.196	4268	tags=38%, list=26%, signal=50%	
REACTOME_HIV_INFECTION	REACTOME_HIV_INFECTION		219	0.34332955	1.9190058	0.0	0.01794356	0.21	4901	tags=45%, list=30%, signal=63%	
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1	REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1		16	0.60628855	1.9136379	0.0035842294	0.018666549	0.225	3237	tags=50%, list=20%, signal=62%	
REACTOME_REGULATION_OF_RAS_BY_GAPS	REACTOME_REGULATION_OF_RAS_BY_GAPS		65	0.42262506	1.9129987	0.0	0.018242309	0.225	6166	tags=74%, list=37%, signal=117%	
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH	REACTOME_TRANSLESION_SYNTHESIS_BY_POLH		19	0.5686656	1.9005426	0.004219409	0.020369802	0.251	4392	tags=53%, list=27%, signal=72%	
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS		164	0.34590226	1.888845	0.0	0.022106254	0.275	4922	tags=46%, list=30%, signal=65%	
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS		16	0.58553517	1.8800843	0.010948905	0.023734791	0.297	4974	tags=75%, list=30%, signal=107%	
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION		87	0.38743317	1.877398	0.0	0.023819223	0.303	4511	tags=53%, list=27%, signal=72%	
REACTOME_DEGRADATION_OF_DVL	REACTOME_DEGRADATION_OF_DVL		55	0.4279583	1.8731424	0.0	0.024447585	0.314	6185	tags=80%, list=37%, signal=127%	
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT		143	0.3605652	1.8676227	0.0	0.025029546	0.325	2622	tags=27%, list=16%, signal=32%	
REACTOME_HIV_TRANSCRIPTION_INITIATION	REACTOME_HIV_TRANSCRIPTION_INITIATION		45	0.44358024	1.8470495	0.007352941	0.029028527	0.375	4816	tags=53%, list=29%, signal=75%	
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK		28	0.48063862	1.8435968	0.0053475937	0.029514942	0.388	4711	tags=54%, list=28%, signal=75%	
REACTOME_SIGNALING_BY_NOTCH4	REACTOME_SIGNALING_BY_NOTCH4		80	0.3871653	1.8407341	0.0	0.030402718	0.409	6166	tags=70%, list=37%, signal=111%	
REACTOME_INFLUENZA_INFECTION	REACTOME_INFLUENZA_INFECTION		154	0.33862168	1.8313453	0.0	0.032711595	0.441	4831	tags=44%, list=29%, signal=61%	
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES		44	0.43182	1.8248624	0.0	0.03344114	0.453	6156	tags=77%, list=37%, signal=123%	
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE		33	0.4826839	1.8021399	0.0	0.039364737	0.509	5473	tags=58%, list=33%, signal=86%	
REACTOME_HIV_LIFE_CYCLE	REACTOME_HIV_LIFE_CYCLE		145	0.34856188	1.801384	0.0	0.03901306	0.512	4816	tags=44%, list=29%, signal=62%	
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA		37	0.44641623	1.7945726	0.0	0.040101968	0.526	4687	tags=54%, list=28%, signal=75%	
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM		21	0.53550017	1.7945663	0.0	0.039422274	0.526	4358	tags=62%, list=26%, signal=84%	
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE		43	0.44322735	1.7879807	0.0	0.04103233	0.541	4687	tags=56%, list=28%, signal=78%	
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	REACTOME_MRNA_SPLICING_MINOR_PATHWAY		50	0.4053632	1.7871491	0.0	0.04045553	0.542	5578	tags=62%, list=34%, signal=93%	
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS		37	0.4455037	1.7784286	0.011976048	0.042391635	0.564	5922	tags=62%, list=36%, signal=97%	
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS		21	0.52546585	1.7771187	0.007968128	0.04195246	0.566	3330	tags=52%, list=20%, signal=66%	
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT		70	0.3744769	1.7744578	0.0	0.041739486	0.571	6166	tags=71%, list=37%, signal=113%	
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING		120	0.33387977	1.7729014	0.0	0.041810643	0.578	4305	tags=46%, list=26%, signal=62%	
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION		89	0.3714037	1.7724652	0.0	0.041367874	0.581	5075	tags=47%, list=31%, signal=68%	
REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY		49	0.40858078	1.7722526	0.0	0.04084098	0.581	4222	tags=37%, list=26%, signal=49%	
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION		25	0.5028801	1.7623872	0.013100437	0.04304763	0.607	5118	tags=60%, list=31%, signal=87%	
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER	REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER		76	0.36906293	1.7619071	0.0	0.042468444	0.607	5026	tags=55%, list=30%, signal=79%	
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS		20	0.5315736	1.7618432	0.012987013	0.041914277	0.607	6263	tags=80%, list=38%, signal=129%	
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS		58	0.3819321	1.7483968	0.0	0.04597593	0.643	6166	tags=71%, list=37%, signal=112%	
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B		24	0.4923697	1.7474816	0.014084507	0.045647174	0.645	5197	tags=67%, list=31%, signal=97%	
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION		117	0.3502876	1.7430036	0.0	0.046224985	0.659	4951	tags=44%, list=30%, signal=62%	
REACTOME_RHOBTB1_GTPASE_CYCLE	REACTOME_RHOBTB1_GTPASE_CYCLE		23	0.49553084	1.7397573	0.0	0.046532005	0.663	3759	tags=52%, list=23%, signal=67%	
REACTOME_G0_AND_EARLY_G1	REACTOME_G0_AND_EARLY_G1		27	0.4616649	1.7360567	0.0	0.047308788	0.676	3237	tags=33%, list=20%, signal=41%	
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS		28	0.45757762	1.7264223	0.009756098	0.050003707	0.702	3557	tags=46%, list=22%, signal=59%	
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	REACTOME_NONSENSE_MEDIATED_DECAY_NMD		113	0.3411619	1.7260176	0.0	0.049463306	0.702	4922	tags=45%, list=30%, signal=64%	
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION		22	0.48450488	1.7217565	0.0	0.050116908	0.714	2983	tags=36%, list=18%, signal=44%	
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	REACTOME_REGULATION_OF_SIGNALING_BY_CBL		18	0.5325959	1.7196801	0.022421524	0.050158683	0.72	3857	tags=50%, list=23%, signal=65%	
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS	REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS		62	0.36836544	1.7158866	0.0	0.05082285	0.731	6166	tags=68%, list=37%, signal=108%	
REACTOME_DISEASES_OF_DNA_REPAIR	REACTOME_DISEASES_OF_DNA_REPAIR		51	0.39762375	1.7151312	0.0	0.05036373	0.734	5890	tags=63%, list=36%, signal=97%	
REACTOME_DUAL_INCISION_IN_GG_NER	REACTOME_DUAL_INCISION_IN_GG_NER		41	0.41242194	1.7062721	0.0066225166	0.05264834	0.754	5181	tags=59%, list=31%, signal=85%	
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	REACTOME_PHOSPHORYLATION_OF_THE_APC_C		20	0.4936861	1.6965905	0.016666668	0.055318803	0.778	5197	tags=70%, list=31%, signal=102%	
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS		66	0.37009636	1.695905	0.007874016	0.05480875	0.781	6166	tags=70%, list=37%, signal=111%	
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY		85	0.35397717	1.6948512	0.0	0.054643642	0.784	4901	tags=49%, list=30%, signal=70%	
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX	REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX		19	0.50423634	1.6946634	0.022421524	0.054042567	0.784	3237	tags=42%, list=20%, signal=52%	
REACTOME_AURKA_ACTIVATION_BY_TPX2	REACTOME_AURKA_ACTIVATION_BY_TPX2		72	0.36080313	1.6946356	0.012987013	0.05342139	0.784	4511	tags=53%, list=27%, signal=72%	
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION		75	0.3560513	1.6942741	0.0	0.05288836	0.784	6166	tags=67%, list=37%, signal=106%	
REACTOME_MRNA_CAPPING	REACTOME_MRNA_CAPPING		29	0.4440917	1.691042	0.0	0.05330359	0.788	4816	tags=55%, list=29%, signal=78%	
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS		123	0.33306032	1.6855768	0.0	0.054408163	0.8	4901	tags=42%, list=30%, signal=60%	
REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS	REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS		46	0.3987891	1.6850032	0.006134969	0.054088756	0.802	4743	tags=39%, list=29%, signal=55%	
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM		81	0.363662	1.6767333	0.0	0.056511547	0.814	5108	tags=44%, list=31%, signal=64%	
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S		59	0.37191457	1.6729441	0.0	0.057354145	0.824	3974	tags=32%, list=24%, signal=42%	
REACTOME_TCR_SIGNALING	REACTOME_TCR_SIGNALING		102	0.33223814	1.6716433	0.0	0.057355627	0.83	4305	tags=42%, list=26%, signal=57%	
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION		47	0.38745892	1.669557	0.0	0.057653014	0.834	5439	tags=60%, list=33%, signal=89%	
REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION	REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION		28	0.44953382	1.665863	0.01010101	0.058337674	0.841	4565	tags=54%, list=28%, signal=74%	
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA		27	0.4632792	1.6632797	0.004950495	0.05854379	0.843	4588	tags=59%, list=28%, signal=82%	
REACTOME_DUAL_INCISION_IN_TC_NER	REACTOME_DUAL_INCISION_IN_TC_NER		63	0.36019513	1.6599534	0.0	0.05921086	0.851	5181	tags=57%, list=31%, signal=83%	
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION		148	0.3114869	1.6569296	0.0	0.05970286	0.858	4901	tags=46%, list=30%, signal=65%	
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE		15	0.5402144	1.6524241	0.025925925	0.06101742	0.867	3009	tags=47%, list=18%, signal=57%	
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES	REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES		35	0.411149	1.6494824	0.0	0.061180722	0.871	5191	tags=57%, list=31%, signal=83%	
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21		60	0.36184025	1.6442102	0.0	0.062571794	0.876	6166	tags=72%, list=37%, signal=114%	
REACTOME_RHOBTB_GTPASE_CYCLE	REACTOME_RHOBTB_GTPASE_CYCLE		35	0.40782893	1.6440932	0.011428571	0.061993305	0.876	3759	tags=43%, list=23%, signal=55%	
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE	REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE		46	0.38466108	1.6395462	0.0070422534	0.0633032	0.886	5832	tags=61%, list=35%, signal=94%	
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION		23	0.46359503	1.6395181	0.018181818	0.06270032	0.886	2883	tags=39%, list=17%, signal=47%	
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE		48	0.3846205	1.6285683	0.0	0.06700008	0.899	4971	tags=50%, list=30%, signal=71%	
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX		32	0.42141938	1.6217642	0.015706806	0.069589764	0.906	5922	tags=59%, list=36%, signal=92%	
REACTOME_HEDGEHOG_OFF_STATE	REACTOME_HEDGEHOG_OFF_STATE		107	0.31965175	1.6166356	0.0	0.0711646	0.911	4901	tags=47%, list=30%, signal=66%	
REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_SELENOAMINO_ACID_METABOLISM		115	0.32259557	1.6147892	0.0	0.071260706	0.912	5217	tags=47%, list=32%, signal=68%	
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS		20	0.47321585	1.6144773	0.028455285	0.070643485	0.912	3330	tags=50%, list=20%, signal=63%	
REACTOME_STABILIZATION_OF_P53	REACTOME_STABILIZATION_OF_P53		55	0.36072686	1.6046051	0.007246377	0.07450924	0.931	6166	tags=73%, list=37%, signal=116%	
