NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	Details ...	20	-0.70083594	-1.9337128	0.0	0.0020834405	0.051	1482	tags=50%, list=9%, signal=55%	
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	Details ...	73	-0.5605768	-1.9265666	0.0	0.002145012	0.056	3521	tags=48%, list=21%, signal=61%	
REACTOME_METALLOPROTEASE_DUBS	REACTOME_METALLOPROTEASE_DUBS	Details ...	36	-0.62538487	-1.9259621	0.0	0.0020188347	0.056	1962	tags=42%, list=12%, signal=47%	
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	Details ...	87	-0.55261856	-1.9200915	0.0	0.0021787994	0.063	3775	tags=57%, list=23%, signal=74%	
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH	REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH	Details ...	95	-0.5440267	-1.9151578	0.0	0.0022259024	0.068	3708	tags=49%, list=22%, signal=63%	
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	Details ...	84	-0.5430916	-1.908826	0.0	0.002356951	0.076	3708	tags=52%, list=22%, signal=67%	
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	Details ...	49	-0.5842477	-1.8945462	0.0	0.003032304	0.099	3779	tags=63%, list=23%, signal=82%	
REACTOME_AMYLOID_FIBER_FORMATION	REACTOME_AMYLOID_FIBER_FORMATION	Details ...	90	-0.53501254	-1.8899926	0.0	0.003256572	0.11	3708	tags=51%, list=22%, signal=66%	
REACTOME_RHO_GTPASES_ACTIVATE_PKNS	REACTOME_RHO_GTPASES_ACTIVATE_PKNS	Details ...	83	-0.5399056	-1.8876848	0.0	0.0031939705	0.113	3844	tags=53%, list=23%, signal=69%	
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS	REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS		20	-0.67923725	-1.8860667	0.0	0.003112088	0.114	2136	tags=55%, list=13%, signal=63%	
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE		29	-0.62928957	-1.8778181	0.0	0.0035988223	0.134	3317	tags=55%, list=20%, signal=69%	
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES		66	-0.5633313	-1.877299	0.0	0.0035073939	0.135	3708	tags=61%, list=22%, signal=78%	
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL		60	-0.5587968	-1.8678339	0.0	0.004012173	0.162	3931	tags=55%, list=24%, signal=72%	
REACTOME_REPRODUCTION	REACTOME_REPRODUCTION		121	-0.50955206	-1.8483013	0.0	0.005443747	0.221	3521	tags=45%, list=21%, signal=56%	
REACTOME_KERATINIZATION	REACTOME_KERATINIZATION		29	-0.62928957	-1.841394	0.0	0.0059130634	0.242	3317	tags=55%, list=20%, signal=69%	
REACTOME_OLFACTORY_SIGNALING_PATHWAY	REACTOME_OLFACTORY_SIGNALING_PATHWAY		37	-0.5900827	-1.834252	0.0	0.0064118993	0.268	4352	tags=68%, list=26%, signal=92%	
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES		55	-0.5539341	-1.833596	0.0	0.006244659	0.269	3732	tags=44%, list=23%, signal=56%	
REACTOME_INTERLEUKIN_7_SIGNALING	REACTOME_INTERLEUKIN_7_SIGNALING		31	-0.6132642	-1.8113227	0.0	0.00888756	0.368	3353	tags=55%, list=20%, signal=69%	
REACTOME_REPLACEMENT_OF_PROTAMINES_BY_NUCLEOSOMES_IN_THE_MALE_PRONUCLEUS	REACTOME_REPLACEMENT_OF_PROTAMINES_BY_NUCLEOSOMES_IN_THE_MALE_PRONUCLEUS		34	-0.5880073	-1.7957714	0.0	0.0108111035	0.433	3708	tags=62%, list=22%, signal=79%	
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION		56	-0.54579055	-1.7942468	0.0	0.010708324	0.438	3779	tags=55%, list=23%, signal=72%	
REACTOME_INTERLEUKIN_10_SIGNALING	REACTOME_INTERLEUKIN_10_SIGNALING		26	-0.61984366	-1.7894442	0.0025348542	0.011189589	0.46	2798	tags=50%, list=17%, signal=60%	
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS		140	-0.4889707	-1.7885108	0.0	0.0109976875	0.463	3084	tags=40%, list=19%, signal=49%	
REACTOME_MEIOSIS	REACTOME_MEIOSIS		103	-0.50100213	-1.787081	0.0	0.0108649405	0.466	3521	tags=46%, list=21%, signal=58%	
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING		101	-0.49924603	-1.7839042	0.0	0.0111100795	0.483	3813	tags=50%, list=23%, signal=65%	
REACTOME_HCMV_LATE_EVENTS	REACTOME_HCMV_LATE_EVENTS		111	-0.4973659	-1.7805369	0.0	0.011358913	0.5	3521	tags=42%, list=21%, signal=53%	
REACTOME_TIGHT_JUNCTION_INTERACTIONS	REACTOME_TIGHT_JUNCTION_INTERACTIONS		19	-0.6557278	-1.779469	0.0	0.011274216	0.505	3321	tags=47%, list=20%, signal=59%	
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION	REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION		24	-0.61448985	-1.7779787	0.005050505	0.011312645	0.515	2663	tags=38%, list=16%, signal=45%	
REACTOME_HCMV_EARLY_EVENTS	REACTOME_HCMV_EARLY_EVENTS		126	-0.49704164	-1.7729052	0.0	0.011802365	0.538	3521	tags=41%, list=21%, signal=52%	
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION	REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION		84	-0.5150957	-1.7710603	0.0	0.011897371	0.551	3521	tags=50%, list=21%, signal=63%	
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS		70	-0.5216569	-1.764102	0.0	0.01271223	0.588	3827	tags=41%, list=23%, signal=54%	
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE		72	-0.5208232	-1.7606629	0.0	0.013110383	0.611	3710	tags=51%, list=22%, signal=66%	
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP		103	-0.49140924	-1.7510694	0.0	0.014558069	0.657	3791	tags=48%, list=23%, signal=61%	
REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT		99	-0.4832078	-1.7312016	0.0	0.018302605	0.745	3521	tags=41%, list=21%, signal=52%	
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE		84	-0.49905896	-1.7300509	0.0	0.018164268	0.75	3521	tags=46%, list=21%, signal=59%	
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS	REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS		89	-0.49780604	-1.7280779	0.0	0.018394534	0.758	3521	tags=46%, list=21%, signal=58%	
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING		78	-0.5024217	-1.7168882	0.0	0.020806465	0.81	2359	tags=32%, list=14%, signal=37%	
REACTOME_MEIOTIC_SYNAPSIS	REACTOME_MEIOTIC_SYNAPSIS		65	-0.5099791	-1.7062558	0.0	0.023412399	0.859	3708	tags=52%, list=22%, signal=67%	
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS		80	-0.4982798	-1.6992586	0.0	0.025166085	0.885	3463	tags=41%, list=21%, signal=52%	
REACTOME_BASIGIN_INTERACTIONS	REACTOME_BASIGIN_INTERACTIONS		21	-0.6082544	-1.6863114	0.0038610038	0.028766016	0.916	3827	tags=57%, list=23%, signal=74%	
REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS	REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS		19	-0.6225311	-1.6701646	0.014804846	0.034694567	0.95	1937	tags=37%, list=12%, signal=42%	
REACTOME_COLLAGEN_FORMATION	REACTOME_COLLAGEN_FORMATION		83	-0.47934464	-1.6646079	0.0010869565	0.036206294	0.957	3732	tags=39%, list=23%, signal=50%	
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS		115	-0.46434397	-1.6612487	0.0	0.037126604	0.963	3993	tags=47%, list=24%, signal=61%	
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE		16	-0.6348593	-1.6594242	0.006666667	0.03716258	0.965	3269	tags=63%, list=20%, signal=78%	
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY		40	-0.52414006	-1.6546087	0.0046457606	0.039015014	0.978	2771	tags=38%, list=17%, signal=45%	
REACTOME_THE_NLRP3_INFLAMMASOME	REACTOME_THE_NLRP3_INFLAMMASOME		15	-0.6300855	-1.6519074	0.019125683	0.03936208	0.981	442	tags=20%, list=3%, signal=21%	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS		100	-0.46044102	-1.6272346	0.0021299254	0.05122669	0.995	3521	tags=39%, list=21%, signal=49%	
REACTOME_GPCR_LIGAND_BINDING	REACTOME_GPCR_LIGAND_BINDING		216	-0.43412814	-1.6173419	0.0010090817	0.05648498	0.996	4753	tags=48%, list=29%, signal=66%	
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION		99	-0.45114216	-1.6148163	0.0	0.056929387	0.996	3521	tags=42%, list=21%, signal=54%	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	REACTOME_ACYL_CHAIN_REMODELLING_OF_PC		19	-0.6065934	-1.6147467	0.01062417	0.05609413	0.996	4113	tags=63%, list=25%, signal=84%	
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES		66	-0.47464472	-1.612902	0.005512679	0.05635861	0.997	4622	tags=48%, list=28%, signal=67%	
REACTOME_COLLAGEN_DEGRADATION	REACTOME_COLLAGEN_DEGRADATION		53	-0.49643517	-1.6116972	0.0067873304	0.056314733	0.997	3732	tags=42%, list=23%, signal=53%	
REACTOME_HDMS_DEMETHYLATE_HISTONES	REACTOME_HDMS_DEMETHYLATE_HISTONES		47	-0.4959218	-1.6035709	0.009259259	0.06050513	0.999	3521	tags=43%, list=21%, signal=54%	
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX		110	-0.44534478	-1.6016037	0.0	0.060939558	0.999	3892	tags=41%, list=24%, signal=53%	
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE		16	-0.6189768	-1.5946381	0.017520215	0.064700775	1.0	3269	tags=63%, list=20%, signal=78%	
REACTOME_HATS_ACETYLATE_HISTONES	REACTOME_HATS_ACETYLATE_HISTONES		137	-0.43637303	-1.5931888	0.0	0.06479231	1.0	3521	tags=38%, list=21%, signal=48%	
REACTOME_TRP_CHANNELS	REACTOME_TRP_CHANNELS		17	-0.5919815	-1.5819907	0.014765101	0.0719684	1.0	2495	tags=35%, list=15%, signal=42%	
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE		116	-0.4328239	-1.5705388	0.0041884817	0.07961261	1.0	3708	tags=39%, list=22%, signal=50%	
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS	REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS		17	-0.6017517	-1.568611	0.016216217	0.08014326	1.0	3717	tags=41%, list=22%, signal=53%	
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE		18	-0.5808108	-1.5643785	0.017639078	0.0824458	1.0	4384	tags=72%, list=27%, signal=98%	
REACTOME_HCMV_INFECTION	REACTOME_HCMV_INFECTION		150	-0.42466584	-1.5614995	0.002051282	0.083821334	1.0	3521	tags=35%, list=21%, signal=44%	
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION		249	-0.40857583	-1.5576248	0.0010121458	0.085922986	1.0	3827	tags=35%, list=23%, signal=45%	
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS		117	-0.429845	-1.5564011	0.0021164021	0.08601717	1.0	3521	tags=38%, list=21%, signal=49%	
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES		62	-0.46467257	-1.5550486	0.010146561	0.085983045	1.0	1963	tags=27%, list=12%, signal=31%	
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE		15	-0.6179391	-1.5512061	0.024657534	0.088162325	1.0	3269	tags=60%, list=20%, signal=75%	
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE		21	-0.5574672	-1.5502831	0.025940338	0.08791343	1.0	3269	tags=52%, list=20%, signal=65%	
REACTOME_NCAM1_INTERACTIONS	REACTOME_NCAM1_INTERACTIONS		38	-0.4993629	-1.5481398	0.01948843	0.08865126	1.0	4363	tags=45%, list=26%, signal=61%	
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION		102	-0.43012005	-1.5267866	0.003164557	0.107639976	1.0	3993	tags=41%, list=24%, signal=54%	
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE		61	-0.4589046	-1.5176712	0.016949153	0.1158738	1.0	3708	tags=48%, list=22%, signal=61%	
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS		27	-0.5191128	-1.5162679	0.021992238	0.116007134	1.0	1018	tags=26%, list=6%, signal=28%	
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE		28	-0.5101483	-1.5084339	0.03990025	0.12346289	1.0	4664	tags=57%, list=28%, signal=79%	
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION		104	-0.4239196	-1.5078727	0.007415254	0.122651994	1.0	3521	tags=38%, list=21%, signal=49%	
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS		86	-0.43140438	-1.4961325	0.009646302	0.13538858	1.0	3662	tags=38%, list=22%, signal=49%	
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS	REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS		15	-0.58345073	-1.4932812	0.04727794	0.13740192	1.0	4716	tags=53%, list=29%, signal=75%	
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS		21	-0.5315422	-1.48837	0.041457288	0.14217658	1.0	3071	tags=48%, list=19%, signal=58%	
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL		87	-0.42496407	-1.4802631	0.0075431033	0.15167898	1.0	3830	tags=39%, list=23%, signal=51%	
REACTOME_INFLAMMASOMES	REACTOME_INFLAMMASOMES		18	-0.54727834	-1.4704196	0.04465494	0.16400467	1.0	1765	tags=22%, list=11%, signal=25%	
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION		40	-0.4652522	-1.4668784	0.035024155	0.16741487	1.0	3732	tags=40%, list=23%, signal=52%	
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	REACTOME_G_ALPHA_S_SIGNALLING_EVENTS		86	-0.41879362	-1.4644803	0.013001083	0.169196	1.0	4628	tags=47%, list=28%, signal=64%	
REACTOME_MITOTIC_PROPHASE	REACTOME_MITOTIC_PROPHASE		135	-0.40269026	-1.4629335	0.0020703934	0.16971524	1.0	3708	tags=34%, list=22%, signal=44%	
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE		67	-0.4266074	-1.4547976	0.03463687	0.18006545	1.0	3708	tags=43%, list=22%, signal=56%	
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS		29	-0.49497	-1.4538008	0.048267327	0.17975186	1.0	3422	tags=45%, list=21%, signal=56%	
REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES	REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES		19	-0.53938025	-1.4514308	0.05706522	0.18157762	1.0	2558	tags=37%, list=15%, signal=44%	
REACTOME_GENE_SILENCING_BY_RNA	REACTOME_GENE_SILENCING_BY_RNA		124	-0.3982748	-1.4468867	0.01446281	0.18684213	1.0	3711	tags=36%, list=22%, signal=46%	
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES		18	-0.52657247	-1.4407994	0.06349207	0.19503303	1.0	4270	tags=56%, list=26%, signal=75%	
REACTOME_SENSORY_PERCEPTION	REACTOME_SENSORY_PERCEPTION		180	-0.38780308	-1.4360807	0.0040816325	0.20105936	1.0	4401	tags=43%, list=27%, signal=58%	
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS	REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS		100	-0.40341675	-1.4316804	0.01577287	0.20627825	1.0	3521	tags=39%, list=21%, signal=49%	
REACTOME_ELASTIC_FIBRE_FORMATION	REACTOME_ELASTIC_FIBRE_FORMATION		41	-0.45148274	-1.4228302	0.0425	0.21953005	1.0	2979	tags=34%, list=18%, signal=42%	
REACTOME_GLUCONEOGENESIS	REACTOME_GLUCONEOGENESIS		17	-0.54980874	-1.4205294	0.057951484	0.22152616	1.0	6746	tags=76%, list=41%, signal=129%	
REACTOME_STIMULI_SENSING_CHANNELS	REACTOME_STIMULI_SENSING_CHANNELS		73	-0.42079479	-1.4201196	0.028792912	0.22017817	1.0	2682	tags=25%, list=16%, signal=29%	
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS		35	-0.4560885	-1.413807	0.05363528	0.22998393	1.0	3799	tags=49%, list=23%, signal=63%	
REACTOME_SURFACTANT_METABOLISM	REACTOME_SURFACTANT_METABOLISM		16	-0.542763	-1.4128333	0.07979408	0.22965598	1.0	3071	tags=44%, list=19%, signal=54%	
REACTOME_BASE_EXCISION_REPAIR	REACTOME_BASE_EXCISION_REPAIR		84	-0.410007	-1.4113356	0.028353326	0.23027079	1.0	3834	tags=39%, list=23%, signal=51%	
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	REACTOME_MET_ACTIVATES_PTK2_SIGNALING		30	-0.4690369	-1.4088719	0.07259074	0.232609	1.0	1706	tags=27%, list=10%, signal=30%	
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE	REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE		33	-0.46331245	-1.4061618	0.06467066	0.23547867	1.0	5833	tags=52%, list=35%, signal=79%	
REACTOME_LAMININ_INTERACTIONS	REACTOME_LAMININ_INTERACTIONS		30	-0.46826598	-1.4001027	0.056166057	0.24490604	1.0	4152	tags=37%, list=25%, signal=49%	
REACTOME_CELL_JUNCTION_ORGANIZATION	REACTOME_CELL_JUNCTION_ORGANIZATION		97	-0.39451203	-1.3984854	0.02	0.24572492	1.0	4460	tags=42%, list=27%, signal=58%	
REACTOME_CELLULAR_SENESCENCE	REACTOME_CELLULAR_SENESCENCE		184	-0.3708149	-1.389094	0.0030364373	0.26250198	1.0	3791	tags=35%, list=23%, signal=45%	
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS		20	-0.49303624	-1.3747383	0.09461235	0.28991544	1.0	3648	tags=35%, list=22%, signal=45%	
REACTOME_CARDIOGENESIS	REACTOME_CARDIOGENESIS		20	-0.50207734	-1.3707136	0.09630607	0.29647487	1.0	1540	tags=25%, list=9%, signal=28%	
