NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_CITRATE_CYCLE_TCA_CYCLE	KEGG_CITRATE_CYCLE_TCA_CYCLE		28	0.4814495	1.866414	0.0057803467	0.020815637	0.215	5473	tags=57%, list=33%, signal=85%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I		38	0.46594858	1.856495	0.011764706	0.022213053	0.236	2561	tags=37%, list=15%, signal=43%	
KEGG_MEDICUS_REFERENCE_CONDENSIN_LOADING	KEGG_MEDICUS_REFERENCE_CONDENSIN_LOADING		20	0.53081286	1.8494799	0.008474576	0.022370918	0.243	5002	tags=75%, list=30%, signal=107%	
KEGG_BASAL_TRANSCRIPTION_FACTORS	KEGG_BASAL_TRANSCRIPTION_FACTORS		31	0.4614484	1.8276259	0.0	0.025159368	0.277	3904	tags=45%, list=24%, signal=59%	
KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_OUTER_KINETOCHORE	KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_OUTER_KINETOCHORE		19	0.5423858	1.824129	0.003787879	0.025277702	0.285	5397	tags=63%, list=33%, signal=94%	
KEGG_PROPANOATE_METABOLISM	KEGG_PROPANOATE_METABOLISM		29	0.49170825	1.8194233	0.0	0.02570332	0.295	3159	tags=55%, list=19%, signal=68%	
KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING	KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING		15	0.6000914	1.8189496	0.011952192	0.02502577	0.295	3330	tags=60%, list=20%, signal=75%	
KEGG_MEDICUS_REFERENCE_TRANSCRIPTION_COUPLED_NER	KEGG_MEDICUS_REFERENCE_TRANSCRIPTION_COUPLED_NER		31	0.42906004	1.7466366	0.0	0.041064423	0.455	5181	tags=68%, list=31%, signal=98%	
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY		28	0.46864918	1.7412647	0.0	0.0411815	0.467	5258	tags=64%, list=32%, signal=94%	
KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION		80	0.3658252	1.7412295	0.0	0.040126696	0.467	4922	tags=45%, list=30%, signal=64%	
KEGG_MEDICUS_REFERENCE_ORIGIN_UNWINDING_AND_ELONGATION	KEGG_MEDICUS_REFERENCE_ORIGIN_UNWINDING_AND_ELONGATION		30	0.46018425	1.7334862	0.014634146	0.041233294	0.487	5922	tags=63%, list=36%, signal=98%	
KEGG_MEDICUS_VARIANT_IGF2_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_IGF2_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY		15	0.5479086	1.7033314	0.0037037036	0.0489368	0.551	4432	tags=60%, list=27%, signal=82%	
KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY		24	0.4755448	1.7023365	0.007968128	0.048004307	0.552	5258	tags=67%, list=32%, signal=98%	
KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS		97	0.35042056	1.7004784	0.0	0.0474079	0.559	3812	tags=43%, list=23%, signal=56%	
KEGG_RNA_DEGRADATION	KEGG_RNA_DEGRADATION		56	0.38564932	1.6973164	0.0	0.047126967	0.564	3009	tags=32%, list=18%, signal=39%	
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS		130	0.31314206	1.6651797	0.0	0.05543698	0.621	3532	tags=35%, list=21%, signal=45%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I		45	0.40559635	1.662083	0.0	0.055399694	0.628	2561	tags=31%, list=15%, signal=37%	
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY		20	0.48822656	1.6303283	0.018018018	0.066139355	0.695	5146	tags=65%, list=31%, signal=94%	
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS		24	0.45059827	1.6220684	0.018867925	0.06805933	0.719	3346	tags=42%, list=20%, signal=52%	
KEGG_REGULATION_OF_AUTOPHAGY	KEGG_REGULATION_OF_AUTOPHAGY		19	0.47040996	1.6079434	0.024590164	0.07289795	0.753	4623	tags=58%, list=28%, signal=80%	
KEGG_MEDICUS_VARIANT_EGF_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_EGF_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY		15	0.49290758	1.5543238	0.043636363	0.09874003	0.857	4432	tags=53%, list=27%, signal=73%	
KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPGD_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPGD_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY		28	0.4140937	1.5540373	0.02538071	0.097291715	0.86	5258	tags=61%, list=32%, signal=89%	
KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES	KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES		26	0.41958305	1.5515577	0.015957447	0.09654207	0.865	3294	tags=35%, list=20%, signal=43%	
KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_LICENSING	KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_LICENSING		24	0.4492115	1.545368	0.026666667	0.09849894	0.871	5922	tags=58%, list=36%, signal=91%	
KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY		15	0.49458072	1.53771	0.04511278	0.101569474	0.886	4432	tags=60%, list=27%, signal=82%	
KEGG_MEDICUS_REFERENCE_IGF_IGF1R_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_IGF_IGF1R_RAS_ERK_SIGNALING_PATHWAY		16	0.4656906	1.5349473	0.054945055	0.10133914	0.892	4432	tags=56%, list=27%, signal=77%	
KEGG_PROTEIN_EXPORT	KEGG_PROTEIN_EXPORT		23	0.44157282	1.5319278	0.04	0.10133278	0.895	3433	tags=43%, list=21%, signal=55%	
KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_TERMINATION	KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_TERMINATION		21	0.4461866	1.5297183	0.030701755	0.100973815	0.9	7226	tags=81%, list=44%, signal=144%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_RETROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_RETROGRADE_AXONAL_TRANSPORT		22	0.42025343	1.5032643	0.03846154	0.11554094	0.938	3176	tags=45%, list=19%, signal=56%	
KEGG_MEDICUS_REFERENCE_EGF_ERBB2_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_EGF_ERBB2_RAS_ERK_SIGNALING_PATHWAY		16	0.4779077	1.5024294	0.041198503	0.11402595	0.938	4432	tags=50%, list=27%, signal=68%	
KEGG_OXIDATIVE_PHOSPHORYLATION	KEGG_OXIDATIVE_PHOSPHORYLATION		106	0.2907984	1.4779245	0.0	0.1291052	0.965	2622	tags=27%, list=16%, signal=32%	
KEGG_MEDICUS_REFERENCE_GPCR_PI3K_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_GPCR_PI3K_SIGNALING_PATHWAY		23	0.41358414	1.4761093	0.045454547	0.12838273	0.967	4523	tags=48%, list=27%, signal=66%	
KEGG_BUTANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM		26	0.4020631	1.4627751	0.024154589	0.13599822	0.974	3211	tags=50%, list=19%, signal=62%	
KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119	KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119		21	0.41911387	1.462129	0.039130434	0.13419643	0.974	3553	tags=38%, list=21%, signal=48%	
KEGG_MEDICUS_REFERENCE_COHESIN_DISSOCIATION_IN_PROPHASE	KEGG_MEDICUS_REFERENCE_COHESIN_DISSOCIATION_IN_PROPHASE		16	0.46619537	1.4602133	0.08646616	0.13348743	0.975	5118	tags=69%, list=31%, signal=99%	
KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_PI3K_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_PI3K_SIGNALING_PATHWAY		15	0.45661652	1.4220849	0.07392996	0.16165894	0.991	2862	tags=40%, list=17%, signal=48%	
KEGG_MEDICUS_REFERENCE_GPI_ANCHOR_BIOSYNTHESIS	KEGG_MEDICUS_REFERENCE_GPI_ANCHOR_BIOSYNTHESIS		23	0.39759493	1.4119838	0.08597285	0.16869171	0.994	3955	tags=43%, list=24%, signal=57%	
KEGG_MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_RAS_ERK_SIGNALING_PATHWAY		15	0.45487344	1.4041532	0.06844106	0.17353353	0.995	4432	tags=53%, list=27%, signal=73%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE		157	0.25821903	1.3971747	0.0	0.17703271	0.999	2308	tags=25%, list=14%, signal=29%	
KEGG_MEDICUS_REFERENCE_CA2_PYK2_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CA2_PYK2_RAS_ERK_SIGNALING_PATHWAY		15	0.43390122	1.3603438	0.1027668	0.21005537	1.0	4432	tags=53%, list=27%, signal=73%	
KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_RAS_ERK_SIGNALING_PATHWAY		17	0.41103947	1.3562192	0.10606061	0.2116877	1.0	3014	tags=47%, list=18%, signal=57%	
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION		39	0.33520418	1.3527218	0.055214725	0.21203507	1.0	3454	tags=46%, list=21%, signal=58%	
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION		76	0.28696677	1.3418815	0.025	0.22156209	1.0	3464	tags=34%, list=21%, signal=43%	
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT		37	0.33546206	1.3208334	0.056962024	0.24285467	1.0	4458	tags=51%, list=27%, signal=70%	
KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_RAS_ERK_SIGNALING_PATHWAY		15	0.41548964	1.2920537	0.15564202	0.277439	1.0	4432	tags=53%, list=27%, signal=73%	
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY		17	0.38671863	1.2823237	0.14068441	0.2876503	1.0	5191	tags=59%, list=31%, signal=86%	
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_FGFR3_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_FGFR3_TO_RAS_ERK_SIGNALING_PATHWAY		16	0.40085483	1.2805349	0.1747212	0.2864437	1.0	4480	tags=56%, list=27%, signal=77%	
KEGG_MEDICUS_REFERENCE_TRAIP_DEPENDENT_REPLISOME_DISASSEMBLY	KEGG_MEDICUS_REFERENCE_TRAIP_DEPENDENT_REPLISOME_DISASSEMBLY		16	0.40668437	1.2791052	0.14705883	0.28486013	1.0	7226	tags=81%, list=44%, signal=144%	
KEGG_MEDICUS_REFERENCE_PP2A_AKT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_PP2A_AKT_SIGNALING_PATHWAY		19	0.374562	1.2691787	0.129771	0.29603472	1.0	2611	tags=32%, list=16%, signal=37%	
KEGG_RETINOL_METABOLISM	KEGG_RETINOL_METABOLISM		19	0.37656832	1.2597921	0.13821138	0.3044733	1.0	1566	tags=32%, list=9%, signal=35%	
KEGG_MEDICUS_REFERENCE_CD80_CD86_CTLA4_PP2A_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CD80_CD86_CTLA4_PP2A_SIGNALING_PATHWAY		19	0.374562	1.2551347	0.15867159	0.30775174	1.0	2611	tags=32%, list=16%, signal=37%	
KEGG_LYSINE_DEGRADATION	KEGG_LYSINE_DEGRADATION		44	0.29046986	1.2533367	0.09774436	0.30652976	1.0	2953	tags=30%, list=18%, signal=36%	
KEGG_BETA_ALANINE_METABOLISM	KEGG_BETA_ALANINE_METABOLISM		19	0.3744078	1.2507474	0.1694215	0.30680692	1.0	3159	tags=42%, list=19%, signal=52%	
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNAQ_PLCB_G_CALCINEURIN	KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNAQ_PLCB_G_CALCINEURIN		15	0.4034572	1.2392912	0.1755102	0.3215313	1.0	3812	tags=53%, list=23%, signal=69%	
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS		41	0.2978126	1.2382858	0.14102565	0.31912628	1.0	5485	tags=41%, list=33%, signal=62%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_TRANSPORT_OF_CALCIUM	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_TRANSPORT_OF_CALCIUM		16	0.384988	1.2355043	0.19011407	0.3194662	1.0	3341	tags=31%, list=20%, signal=39%	
KEGG_DNA_REPLICATION	KEGG_DNA_REPLICATION		35	0.3077968	1.2330275	0.12426036	0.31920436	1.0	5890	tags=54%, list=36%, signal=84%	
KEGG_MEDICUS_PATHOGEN_HPV_E5_TO_EGFR_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HPV_E5_TO_EGFR_RAS_ERK_SIGNALING_PATHWAY		15	0.40181375	1.2253903	0.18085106	0.32726523	1.0	4432	tags=53%, list=27%, signal=73%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY		15	0.3851544	1.223024	0.20289855	0.32700142	1.0	5457	tags=47%, list=33%, signal=70%	
KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY		65	0.25261638	1.2038515	0.078431375	0.35541508	1.0	3024	tags=29%, list=18%, signal=36%	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE		139	0.23030825	1.2004106	0.029411765	0.35790512	1.0	3492	tags=31%, list=21%, signal=39%	
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT	KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT		38	0.28885418	1.195481	0.15432099	0.36196426	1.0	3457	tags=39%, list=21%, signal=50%	
KEGG_MEDICUS_REFERENCE_TRANSCRIPTIONAL_ACTIVATION_BY_ACETYLATION_OF_H3K27	KEGG_MEDICUS_REFERENCE_TRANSCRIPTIONAL_ACTIVATION_BY_ACETYLATION_OF_H3K27		15	0.37780198	1.1879687	0.21481481	0.37036943	1.0	1954	tags=33%, list=12%, signal=38%	
KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY		18	0.37464336	1.1876714	0.21568628	0.3667358	1.0	4523	tags=50%, list=27%, signal=69%	
KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY		22	0.3289496	1.1644598	0.22660099	0.4048103	1.0	4655	tags=59%, list=28%, signal=82%	
KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER		59	0.25869337	1.1574801	0.16363636	0.41287878	1.0	3428	tags=31%, list=21%, signal=38%	
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_TRANSPORT_OF_CALCIUM	KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_TRANSPORT_OF_CALCIUM		15	0.36881804	1.148966	0.25581396	0.42454684	1.0	3341	tags=33%, list=20%, signal=42%	
KEGG_MEDICUS_REFERENCE_ADRB3_UCP1_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ADRB3_UCP1_SIGNALING_PATHWAY		30	0.29539075	1.1306274	0.2596685	0.4569502	1.0	4379	tags=50%, list=26%, signal=68%	
KEGG_MEDICUS_REFERENCE_TNF_JNK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TNF_JNK_SIGNALING_PATHWAY		15	0.36349747	1.1265159	0.25185186	0.46059301	1.0	2538	tags=40%, list=15%, signal=47%	
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_RAS_ERK_SIGNALING_PATHWAY		15	0.3549469	1.1176031	0.3015873	0.4749423	1.0	4432	tags=53%, list=27%, signal=73%	
