NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	262		Rejected!	
GOBP_ADHERENS_JUNCTION_ASSEMBLY	13		Rejected!	
GOBP_ADHERENS_JUNCTION_MAINTENANCE	7		Rejected!	
GOBP_ADHERENS_JUNCTION_ORGANIZATION	57		Rejected!	
GOBP_ADHESION_OF_SYMBIONT_TO_HOST	14		Rejected!	
GOBP_ADHESION_OF_SYMBIONT_TO_HOST_CELL	10		Rejected!	
GOBP_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY	7		Rejected!	
GOBP_ADIPOSE_TISSUE_DEVELOPMENT	61		Rejected!	
GOBP_ADP_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_ADP_TRANSPORT	12		Rejected!	
GOBP_ADRENAL_GLAND_DEVELOPMENT	27		Rejected!	
GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	34		Rejected!	
GOBP_ADULT_BEHAVIOR	147		Rejected!	
GOBP_ADULT_FEEDING_BEHAVIOR	10		Rejected!	
GOBP_ADULT_HEART_DEVELOPMENT	14		Rejected!	
GOBP_ADULT_LOCOMOTORY_BEHAVIOR	81		Rejected!	
GOBP_AEROBIC_RESPIRATION	196		Rejected!	
GOBP_AGGREPHAGY	18		Rejected!	
GOBP_AGGRESOME_ASSEMBLY	6		Rejected!	
GOBP_AGGRESSIVE_BEHAVIOR	8		Rejected!	
GOBP_AIM2_INFLAMMASOME_COMPLEX_ASSEMBLY	6		Rejected!	
GOBP_ALANINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_ALANINE_TRANSPORT	18		Rejected!	
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS	142		Rejected!	
GOBP_ALCOHOL_CATABOLIC_PROCESS	36		Rejected!	
GOBP_ALCOHOL_METABOLIC_PROCESS	372		Rejected!	
GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS	18		Rejected!	
GOBP_ALDEHYDE_CATABOLIC_PROCESS	14		Rejected!	
GOBP_ALDITOL_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_ALDITOL_CATABOLIC_PROCESS	7		Rejected!	
GOBP_ALDITOL_METABOLIC_PROCESS	23		Rejected!	
GOBP_ALDITOL_PHOSPHATE_METABOLIC_PROCESS	11		Rejected!	
GOBP_ALKALOID_METABOLIC_PROCESS	7		Rejected!	
GOBP_ALKANESULFONATE_TRANSMEMBRANE_TRANSPORT	8		Rejected!	
GOBP_ALLANTOIN_METABOLIC_PROCESS	9		Rejected!	
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	216		Rejected!	
GOBP_ALPHA_BETA_T_CELL_ACTIVATION	185		Rejected!	
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION	127		Rejected!	
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION	46		Rejected!	
GOBP_ALPHA_KETOGLUTARATE_TRANSPORT	7		Rejected!	
GOBP_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS	10		Rejected!	
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	73		Rejected!	
GOBP_AMACRINE_CELL_DIFFERENTIATION	12		Rejected!	
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION	502	28		
GOBP_AMELOBLAST_DIFFERENTIATION	5		Rejected!	
GOBP_AMELOGENESIS	27		Rejected!	
GOBP_AMIDE_BIOSYNTHETIC_PROCESS	160		Rejected!	
GOBP_AMIDE_CATABOLIC_PROCESS	16		Rejected!	
GOBP_AMIDE_METABOLIC_PROCESS	461	17		
GOBP_AMIDE_TRANSPORT	320	18		
GOBP_AMINE_BIOSYNTHETIC_PROCESS	40		Rejected!	
GOBP_AMINE_CATABOLIC_PROCESS	21		Rejected!	
GOBP_AMINE_METABOLIC_PROCESS	119		Rejected!	
GOBP_AMINE_TRANSPORT	94		Rejected!	
GOBP_AMINOACYL_TRNA_METABOLISM_INVOLVED_IN_TRANSLATIONAL_FIDELITY	13		Rejected!	
GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS	76		Rejected!	
GOBP_AMINOGLYCAN_CATABOLIC_PROCESS	34		Rejected!	
GOBP_AMINOGLYCAN_METABOLIC_PROCESS	122		Rejected!	
GOBP_AMINOGLYCOSIDE_ANTIBIOTIC_METABOLIC_PROCESS	10		Rejected!	
GOBP_AMINOPHOSPHOLIPID_TRANSLOCATION	7		Rejected!	
GOBP_AMINOPHOSPHOLIPID_TRANSPORT	9		Rejected!	
GOBP_AMINO_ACID_ACTIVATION	45		Rejected!	
GOBP_AMINO_ACID_BETAINE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS	17		Rejected!	
GOBP_AMINO_ACID_BETAINE_TRANSPORT	14		Rejected!	
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS	76		Rejected!	
GOBP_AMINO_ACID_CATABOLIC_PROCESS	103		Rejected!	
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	51		Rejected!	
GOBP_AMINO_ACID_METABOLIC_PROCESS	299		Rejected!	
GOBP_AMINO_ACID_NEUROTRANSMITTER_REUPTAKE	10		Rejected!	
GOBP_AMINO_ACID_SALVAGE	7		Rejected!	
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	105		Rejected!	
GOBP_AMINO_ACID_TRANSPORT	161		Rejected!	
GOBP_AMINO_SUGAR_BIOSYNTHETIC_PROCESS	11		Rejected!	
GOBP_AMINO_SUGAR_CATABOLIC_PROCESS	15		Rejected!	
GOBP_AMINO_SUGAR_METABOLIC_PROCESS	42		Rejected!	
GOBP_AMMONIUM_HOMEOSTASIS	6		Rejected!	
GOBP_AMMONIUM_ION_METABOLIC_PROCESS	23		Rejected!	
GOBP_AMMONIUM_TRANSMEMBRANE_TRANSPORT	13		Rejected!	
GOBP_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING	11		Rejected!	
GOBP_AMP_BIOSYNTHETIC_PROCESS	13		Rejected!	
GOBP_AMP_CATABOLIC_PROCESS	5		Rejected!	
GOBP_AMP_METABOLIC_PROCESS	23		Rejected!	
GOBP_AMP_SALVAGE	5		Rejected!	
GOBP_AMYGDALA_DEVELOPMENT	5		Rejected!	
GOBP_AMYLOID_BETA_CLEARANCE	38		Rejected!	
GOBP_AMYLOID_BETA_CLEARANCE_BY_CELLULAR_CATABOLIC_PROCESS	8		Rejected!	
GOBP_AMYLOID_BETA_CLEARANCE_BY_TRANSCYTOSIS	7		Rejected!	
GOBP_AMYLOID_BETA_METABOLIC_PROCESS	65		Rejected!	
GOBP_AMYLOID_FIBRIL_FORMATION	42		Rejected!	
GOBP_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS	27		Rejected!	
GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	68		Rejected!	
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	96		Rejected!	
GOBP_ANAGEN	5		Rejected!	
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	24		Rejected!	
GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT	17		Rejected!	
GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	1281	69		
GOBP_ANATOMICAL_STRUCTURE_MATURATION	273	19		
GOBP_ANATOMICAL_STRUCTURE_REGRESSION	15		Rejected!	
GOBP_ANDROGEN_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_ANDROGEN_CATABOLIC_PROCESS	5		Rejected!	
GOBP_ANDROGEN_METABOLIC_PROCESS	30		Rejected!	
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	50		Rejected!	
GOBP_ANGIOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS	5		Rejected!	
GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING	33		Rejected!	
GOBP_ANGIOTENSIN_ACTIVATED_SIGNALING_PATHWAY	20		Rejected!	
GOBP_ANIMAL_ORGAN_FORMATION	69		Rejected!	
GOBP_ANIMAL_ORGAN_MATURATION	32		Rejected!	
GOBP_ANIMAL_ORGAN_MORPHOGENESIS	1029	59		
GOBP_ANIMAL_ORGAN_REGENERATION	67		Rejected!	
GOBP_ANOIKIS	34		Rejected!	
GOBP_ANTERIOR_COMMISSURE_MORPHOGENESIS	7		Rejected!	
GOBP_ANTERIOR_HEAD_DEVELOPMENT	7		Rejected!	
GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	59		Rejected!	
GOBP_ANTERIOR_POSTERIOR_AXON_GUIDANCE	7		Rejected!	
GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	219	18		
GOBP_ANTEROGRADE_AXONAL_TRANSPORT	51		Rejected!	
GOBP_ANTEROGRADE_AXONAL_TRANSPORT_OF_MITOCHONDRION	6		Rejected!	
GOBP_ANTEROGRADE_DENDRITIC_TRANSPORT	9		Rejected!	
GOBP_ANTEROGRADE_DENDRITIC_TRANSPORT_OF_NEUROTRANSMITTER_RECEPTOR_COMPLEX	5		Rejected!	
GOBP_ANTEROGRADE_NEURONAL_DENSE_CORE_VESICLE_TRANSPORT	7		Rejected!	
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE	72		Rejected!	
GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE	10		Rejected!	
GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION	10		Rejected!	
GOBP_ANTIFUNGAL_HUMORAL_RESPONSE	5		Rejected!	
GOBP_ANTIFUNGAL_INNATE_IMMUNE_RESPONSE	23		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	118		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_ENDOGENOUS_LIPID_ANTIGEN_VIA_MHC_CLASS_IB	5		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN	32		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN	25		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN	50		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN	41		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	9		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II	31		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_LIPID_ANTIGEN_VIA_MHC_CLASS_IB	7		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	73		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	38		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB	18		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	37		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB	25		Rejected!	
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	210		Rejected!	
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	110		Rejected!	
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	161		Rejected!	
GOBP_ANTIMICROBIAL_PEPTIDE_PRODUCTION	12		Rejected!	
GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE	54		Rejected!	
GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH	12		Rejected!	
GOBP_AORTA_DEVELOPMENT	65		Rejected!	
GOBP_AORTA_MORPHOGENESIS	38		Rejected!	
GOBP_AORTA_SMOOTH_MUSCLE_TISSUE_MORPHOGENESIS	6		Rejected!	
GOBP_AORTIC_VALVE_MORPHOGENESIS	39		Rejected!	
GOBP_APICAL_JUNCTION_ASSEMBLY	79		Rejected!	
GOBP_APICAL_PROTEIN_LOCALIZATION	15		Rejected!	
GOBP_APOLIPOPROTEIN_A_I_MEDIATED_SIGNALING_PATHWAY	7		Rejected!	
GOBP_APOPTOTIC_CELL_CLEARANCE	48		Rejected!	
GOBP_APOPTOTIC_CHROMOSOME_CONDENSATION	6		Rejected!	
GOBP_APOPTOTIC_DNA_FRAGMENTATION	20		Rejected!	
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	107		Rejected!	
GOBP_APOPTOTIC_PROCESS	1972	86		
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	41		Rejected!	
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_HEART_MORPHOGENESIS	7		Rejected!	
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS	26		Rejected!	
GOBP_APOPTOTIC_PROCESS_IN_BONE_MARROW_CELL	6		Rejected!	
GOBP_APOPTOTIC_SIGNALING_PATHWAY	620	26		
GOBP_APPENDAGE_DEVELOPMENT	186		Rejected!	
GOBP_APPENDAGE_MORPHOGENESIS	150		Rejected!	
GOBP_ARACHIDONIC_ACID_METABOLIC_PROCESS	58		Rejected!	
GOBP_ARACHIDONIC_ACID_SECRETION	31		Rejected!	
GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION	22		Rejected!	
GOBP_ARGININE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_ARGININE_CATABOLIC_PROCESS	10		Rejected!	
GOBP_ARGININE_METABOLIC_PROCESS	19		Rejected!	
GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	16		Rejected!	
GOBP_AROMATIC_AMINO_ACID_METABOLIC_PROCESS	32		Rejected!	
GOBP_AROMATIC_AMINO_ACID_TRANSPORT	13		Rejected!	
GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	46		Rejected!	
GOBP_ARTERIAL_ENDOTHELIAL_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_ARTERY_DEVELOPMENT	113		Rejected!	
GOBP_ARTERY_MORPHOGENESIS	82		Rejected!	
GOBP_ARTICULAR_CARTILAGE_DEVELOPMENT	6		Rejected!	
GOBP_ASCENDING_AORTA_DEVELOPMENT	5		Rejected!	
GOBP_ASPARAGINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	21		Rejected!	
GOBP_ASPARTATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	13		Rejected!	
GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	45		Rejected!	
GOBP_ASPARTATE_METABOLIC_PROCESS	8		Rejected!	
GOBP_ASPARTATE_TRANSMEMBRANE_TRANSPORT	20		Rejected!	
GOBP_ASSOCIATIVE_LEARNING	87		Rejected!	
GOBP_ASTRAL_MICROTUBULE_ORGANIZATION	10		Rejected!	
GOBP_ASTROCYTE_ACTIVATION	26		Rejected!	
GOBP_ASTROCYTE_CELL_MIGRATION	9		Rejected!	
GOBP_ASTROCYTE_DEVELOPMENT	44		Rejected!	
GOBP_ASTROCYTE_DIFFERENTIATION	88		Rejected!	
GOBP_ASYMMETRIC_CELL_DIVISION	19		Rejected!	
GOBP_ASYMMETRIC_NEUROBLAST_DIVISION	6		Rejected!	
GOBP_ATF6_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	9		Rejected!	
GOBP_ATP_BIOSYNTHETIC_PROCESS	99		Rejected!	
GOBP_ATP_EXPORT	6		Rejected!	
GOBP_ATP_METABOLIC_PROCESS	222		Rejected!	
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	101		Rejected!	
GOBP_ATP_TRANSPORT	21		Rejected!	
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	11		Rejected!	
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_COMMUNICATION	19		Rejected!	
GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	22		Rejected!	
GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	6		Rejected!	
GOBP_ATRIAL_SEPTUM_DEVELOPMENT	23		Rejected!	
GOBP_ATRIAL_SEPTUM_MORPHOGENESIS	15		Rejected!	
GOBP_ATRIOVENTRICULAR_CANAL_DEVELOPMENT	13		Rejected!	
GOBP_ATRIOVENTRICULAR_NODE_DEVELOPMENT	9		Rejected!	
GOBP_ATRIOVENTRICULAR_VALVE_DEVELOPMENT	30		Rejected!	
GOBP_ATRIOVENTRICULAR_VALVE_FORMATION	8		Rejected!	
GOBP_ATTACHMENT_OF_GPI_ANCHOR_TO_PROTEIN	6		Rejected!	
GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE	25		Rejected!	
GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	53		Rejected!	
GOBP_AUDITORY_RECEPTOR_CELL_DEVELOPMENT	26		Rejected!	
GOBP_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS	21		Rejected!	
GOBP_AUTOCRINE_SIGNALING	7		Rejected!	
GOBP_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	46		Rejected!	
GOBP_AUTOPHAGIC_CELL_DEATH	9		Rejected!	
GOBP_AUTOPHAGOSOME_LYSOSOME_FUSION	12		Rejected!	
GOBP_AUTOPHAGOSOME_MATURATION	68		Rejected!	
GOBP_AUTOPHAGOSOME_MEMBRANE_DOCKING	7		Rejected!	
GOBP_AUTOPHAGOSOME_ORGANIZATION	125		Rejected!	
GOBP_AUTOPHAGY_OF_MITOCHONDRION	110		Rejected!	
GOBP_AUTOPHAGY_OF_PEROXISOME	16		Rejected!	
GOBP_AUTOSOME_GENOMIC_IMPRINTING	5		Rejected!	
GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION	14		Rejected!	
GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_SIGNALING	11		Rejected!	
GOBP_AXIAL_MESODERM_DEVELOPMENT	9		Rejected!	
GOBP_AXIS_ELONGATION	30		Rejected!	
GOBP_AXIS_SPECIFICATION	99		Rejected!	
GOBP_AXONAL_FASCICULATION	20		Rejected!	
GOBP_AXONAL_TRANSPORT	67		Rejected!	
GOBP_AXONAL_TRANSPORT_OF_MITOCHONDRION	18		Rejected!	
GOBP_AXONEMAL_CENTRAL_APPARATUS_ASSEMBLY	6		Rejected!	
GOBP_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY	40		Rejected!	
GOBP_AXONEME_ASSEMBLY	101		Rejected!	
GOBP_AXONOGENESIS_INVOLVED_IN_INNERVATION	9		Rejected!	
GOBP_AXON_CHOICE_POINT_RECOGNITION	7		Rejected!	
GOBP_AXON_DEVELOPMENT	520	24		
GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM	26		Rejected!	
GOBP_AXON_EXTENSION	106		Rejected!	
GOBP_AXON_MIDLINE_CHOICE_POINT_RECOGNITION	5		Rejected!	
GOBP_AXO_DENDRITIC_PROTEIN_TRANSPORT	9		Rejected!	
GOBP_AXO_DENDRITIC_TRANSPORT	79		Rejected!	
GOBP_AZOLE_TRANSMEMBRANE_TRANSPORT	15		Rejected!	
